business_id,business_name,category_primary,postcode,expected_dataset,license_status,license_number,license_expiry,matched_name,match_score,notes
brote_sprout,Brote (Sprout),hospitality,33146,,not_required,,,,,
brown_law_group_pa,"Brown Law Group, P.A.",legal,33155,,not_required,,,,,
bru_med_travel__tours,Bru Med Travel & Tours,retail,33155,,not_required,,,,,
bryancarespreschool,Bryan Cares Preschool,education,33146,,not_required,,,,,
bugatti_bistro,Bugatti Bistro,food_beverage,33134,food_service,verified_active,SEA2318572,10/01/2026,BUGATTI BISTRO,100,
bullagastrobar,Bulla Gastrobar,food_beverage,33134,food_service,verified_active,SEA2336527,10/01/2026,BULLA GASTROBAR,100,
bullagastrobarcoralgables,Bulla Gastrobar Coral Gables,food_beverage,33134,food_service,verified_active,SEA2331732,10/01/2026,BULLA,100,
burger_king,Burger King,food_beverage,33133,food_service,verified_active,SEA2315341,10/01/2026,BURGER KING,100,
burtonhersharchitects,Burton Hersh Architects,professional_services,33134,,not_required,,,,,
businesslawyermiamicuetolawgroup,Business Lawyer Miami - Cueto Law Group,legal,33146,,not_required,,,,,
bust_of_jose_mart,Bust of Jose Marti,hospitality,33143,,not_required,,,,,
buttermoonbakehouse,Butter Moon Bakehouse,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
bydesignjewelers,By Design Jewelers,retail,33134,,not_required,,,,,
bndacoralgables,BÜNDA Coral Gables,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
c_gables_fraternal_order_of_police_lodge_7,"C. Gables Fraternal Order of Police, Lodge #7",hospitality,33134,,not_required,,,,,
caballero_rivero_dignity_memorial,Caballero Rivero Dignity Memorial,government,33133,,not_required,,,,,
cachetbeautysalonbyanavigil,Cachet Beauty Salon by Ana Vigil,personal_services,33134,,not_required,,,,,
cafe_bonjour,Cafe Bonjour,food_beverage,33143,food_service,verified_active,SEA2333455,10/01/2026,CAFE BONJOUR,100,
cafe_demetrio,Cafe Demetrio,food_beverage,33134,food_service,verified_active,SEA2331370,10/01/2026,CAFE DEMETRIO,100,
cafegrumpycoralgables,Cafe Grumpy - Coral Gables,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
caffe_vialetto,Caffe Vialetto,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
california_pizza_kitchen,California Pizza Kitchen,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
calista__greek_seafood_taverna,Calista - Greek Seafood Taverna,food_beverage,33134,food_service,verified_active,SEA2332848,10/01/2026,CALISTA TAVERNA,100,
calixtires,CALIX TIRES INC,auto_dealer,33134,,not_required,,,,,
calle_ocho,Calle Ocho,retail,33133,,not_required,,,,,
callejolaw,Callejo Law,legal,33146,,not_required,,,,,
calvary_church,Calvary Church,nonprofit,33134,,not_required,,,,,
camilastisserie,Camila's Patisserie,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
camner_center_for_resources,Camner Center for Resources,professional_services,33146,,not_required,,,,,
campinsfineart,Campins Fine Art,arts_culture,33155,,not_required,,,,,
canawine,Cana Wine,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
candlelandmiamicoralgables,Candle Land Miami Coral Gables,retail,33134,,not_required,,,,,
canton_rose_restaurant,Canton Rose Restaurant,food_beverage,33155,food_service,verified_active,SEA2321953,10/01/2026,CANTON ROSE CHINESE RESTAURANT,100,
car_repair,Car Repair,auto_dealer,33134,,not_required,,,,,
caracasbakerycoralgables,Caracas Bakery Coral Gables,food_beverage,33134,food_service,verified_active,SEA2338013,10/01/2026,CARACAS BAKERY,100,
carballoanimalclinic,Carballo Animal Clinic,healthcare,33144,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
cardozoengineering,"Cardozo Engineering, Inc.",professional_services,33134,,not_required,,,,,
carlos_planas,Carlos Planas,auto_dealer,33146,,not_required,,,,,
carmaniaofcoralgables,Carmania of Coral Gables,auto_dealer,33134,,not_required,,,,,
carmensimansimanrealestate,Carmen Siman - Siman Real Estate,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
carolina_ale_house,Carolina Ale House,food_beverage,33155,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
carrolltonschoolofthesacredheart,Carrollton School of the Sacred Heart,education,33143,,not_required,,,,,
carrotexpress,Carrot Express,food_beverage,33143,food_service,verified_active,SEA2337822,10/01/2026,CARROT EXPRESS,100,
cartyarchitecture,CartyArchitecture,professional_services,33134,,not_required,,,,,
carve_burn_designs_inc,Carve & Burn Designs Inc.,marketing,33134,,not_required,,,,,
carverhighschool,Carver High School,education,33146,,not_required,,,,,
carwash,CarWash,auto_dealer,33134,,not_required,,,,,
casamaria,Casa Maria,retail,33146,,not_required,,,,,
casavalencia,Casa Valencia,hospitality,33134,,not_required,,,,,
casavinyasamiami,Casa Vinyasa Miami,wellness,33146,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
casacuba,CasaCuba,food_beverage,33143,food_service,verified_active,SEA2328981,10/01/2026,CASACUBA RESTAURANT,100,
cascade_pool_cafe_at_the_biltmore_hotel_miami,Cascade Pool Cafe at The Biltmore Hotel Miami,food_beverage,33134,food_service,verified_active,SEA2322779,10/01/2026,BILTMORE LOUNGE,100,
cashier,Cashier,professional_services,33146,,not_required,,,,,
castillo_company_cpa_pa,"Castillo & Company, CPA, P.A.",accounting,33134,,not_required,,,,,
castillodeorojewelry,Castillo de Oro Jewelry,retail,33134,,not_required,,,,,
cataloniacleanersgables,Catalonia Cleaners Gables,personal_services,33134,,not_required,,,,,
catering,Catering,food_beverage,33143,food_service,verified_active,SEA2318946,10/01/2026,WHISK GOURMET FOOD AND CATERING,100,
cathedral_del_pueblo,Cathedral del Pueblo,nonprofit,33143,,not_required,,,,,
cava,Cava,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
cba,Cba,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
cebadarooftop,Cebada Rooftop,food_beverage,33134,food_service,verified_active,SEA2336985,10/01/2026,CEBADA,100,
cecile,Cecile,retail,33143,,not_required,,,,,
celinaruiz,Celina Ruiz,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
centennial_bank,Centennial Bank,banking,33134,,not_required,,,,,
central_christian_church,Central Christian Church,nonprofit,33134,,not_required,,,,,
centralchristianchurchcccgables,Central Christian Church (CCC Gables),nonprofit,33134,,not_required,,,,,
centralchristianchurchfooddistributioncenter,Central Christian Church - Food Distribution Center,banking,33134,,not_required,,,,,
centuryhomebuildersgroup,Century Homebuilders Group,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
cernudaarte,Cernuda Arte,arts_culture,33134,,not_required,,,,,
cesarbarbershop,Cesar Barbershop,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
cfscoffeeforthesoulcoralgables,"CFS Coffee For The Soul, Coral Gables",food_beverage,33134,food_service,verified_active,SEA2336373,10/01/2026,COFFEE FOR THE SOUL,100,
chapelofthevenerablebedeepiscolchurchcenteratuniversityofmiami,"Chapel of the Venerable Bede, Episcopal Church Center at University of Miami",nonprofit,33146,,not_required,,,,,
chargepoint,ChargePoint,other,33143,,not_required,,,,,
charlesschwab,Charles Schwab,financial_services,33134,,not_required,,,,,
charmingsmilesdentalcenter,Charming Smiles Dental Center,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
chase_motor,Chase Motor,auto_dealer,33146,,not_required,,,,,
chateaubloom,Chateau Bloom,retail,33134,,not_required,,,,,
chateaubleauhotel,ChateauBleau Hotel,hospitality,33134,,not_required,,,,,
chefsucrecaf,Chef Sucre Café,food_beverage,33134,food_service,verified_active,SEA2334934,10/01/2026,SUCRE CAFÃ,100,
chemistrycultura,Chemistry Cultura,marketing,33134,,not_required,,,,,
cherrybekaert,Cherry Bekaert,accounting,33134,,not_required,,,,,
chevron,Chevron,auto_dealer,33155,,not_required,,,,,
chicken_kitchen,Chicken Kitchen,food_beverage,33146,food_service,verified_active,SEA2337344,10/01/2026,CHICKEN KITCHEN,100,
chicos,Chico's,retail,33146,,not_required,,,,,
childcarecenter,Child Care Center,education,33143,,not_required,,,,,
childcarelaboratory,Child Care Laboratory,education,33134,,not_required,,,,,
chilln,Chill-N,food_beverage,33143,food_service,verified_active,SEA2335714,10/01/2026,CHILL-N NITROGEN ICE CREAM,100,
chinacabinets,China Cabinets,retail,33146,,not_required,,,,,
chiropractorcoralgables,Chiropractor - Coral Gables,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
chocolate_fashion,Chocolate Fashion,food_beverage,33134,food_service,verified_active,SEA2334618,10/01/2026,CHOCOLATE FASHION BAKERY,100,
choicemd,ChoiceMD,other,33146,,not_required,,,,,
chopsteakhousebar,Chop Steakhouse & Bar,food_beverage,33133,food_service,verified_active,SEA2337126,10/01/2026,CHOP STEAKHOUSE & BAR,100,
christ_journey_church,Christ Journey Church,nonprofit,33134,,not_required,,,,,
christaindaycarecenter,Christain Day Care Center,education,33143,,not_required,,,,,
chromaticartgallery,Chromatic Art Gallery,arts_culture,33134,,not_required,,,,,
churchofthelittleflower,Church of the Little Flower,nonprofit,33134,,not_required,,,,,
ciegatetechnologiesmanageditservicesmiamifl,"Ciegate Technologies 💻 Managed It Services Miami, FL",technology,33156,,not_required,,,,,
cinpolis_luxury_cinemas,Cinepolis Luxury Cinemas,arts_culture,33133,,not_required,,,,,
circle_k,Circle K,retail,33134,,not_required,,,,,
circles_and_waves_xx,Circles and Waves XX,hospitality,33146,,not_required,,,,,
citi,Citi,banking,33134,,not_required,,,,,
citibank,Citibank,banking,33146,,not_required,,,,,
citizens,Citizens,banking,33134,,not_required,,,,,
citynationalbank,City National Bank,banking,33144,,not_required,,,,,
city_national_bank_of_florida,City National Bank of Florida,banking,33144,,not_required,,,,,
city_of_coral_gables,City of Coral Gables,nonprofit,33134,,not_required,,,,,
city_of_south_miami_city_hall,City of South Miami City Hall,government,33143,,not_required,,,,,
city_permit,City Permit,technology,33134,,not_required,,,,,
city_year_miami,City Year Miami,nonprofit,33134,,not_required,,,,,
claim_check_consultants,Claim Check Consultants,insurance,33155,,not_required,,,,,
classicvantageswellness,Classic Vantage Spa & Wellness,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
clear_channel_outdoor,Clear Channel Outdoor,marketing,33146,,not_required,,,,,
clementineswinegourmet,Clementine's Wine Gourmet,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
clubxfitnesscoralgables,clubX fitness - Coral Gables,wellness,33146,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
cmrconstructiongroup,CMR Construction Group,construction,33134,construction,verified_active,CGC020606,08/31/2026,R B S CONSTRUCTION INC,100,
counderscore,Co Underscore,consulting,33134,,not_required,,,,,
coach_ron_fraser,Coach Ron Fraser,hospitality,33143,,not_required,,,,,
cocobellagifthome,Coco Bella Gift & Home,retail,33134,,not_required,,,,,
coconoutgroveelementaryheadstart,Coconout Grove Elementary Head Start,education,33134,,not_required,,,,,
coconutgroveanimalclinic,Coconut Grove Animal Clinic,healthcare,33133,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
coconutgrovecares,Coconut Grove Cares,nonprofit,33133,,not_required,,,,,
coconutgrovechristianschool,Coconut Grove Christian School,education,33146,,not_required,,,,,
coconut_grove_farmers_market,Coconut Grove Farmers Market,retail,33134,,not_required,,,,,
coconut_grove_playhouse,Coconut Grove Playhouse,arts_culture,33134,,not_required,,,,,
coconutgroveschool,Coconut Grove School,education,33134,,not_required,,,,,
cocowalk,CocoWalk,retail,33133,,not_required,,,,,
codina_partners,Codina Partners,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
coellocomny,Coello & Company,consulting,33134,,not_required,,,,,
cohenlaw,Cohen Law,legal,33134,,not_required,,,,,
coin_laundry_of_america_6,Coin Laundry of America 6,personal_services,33155,,not_required,,,,,
coldwell_banker_realty,Coldwell Banker Realty,real_estate,33146,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
college_of_arts_and_sciences,College of Arts and Sciences,education,33146,,not_required,,,,,
college_of_engineering,College of Engineering,education,33146,,not_required,,,,,
colliers_international,Colliers International,professional_services,33133,,not_required,,,,,
colmarconstruction,Colmar Construction Corp,construction,33133,construction,verified_active,CGC1521297,08/31/2026,COLMAR CONSTRUCTION CORP.,100,
color_me_mine,Color Me Mine,construction,33143,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
colourrlor,Colour Parlor,personal_services,33155,,not_required,,,,,
comberhall,Comber Hall,hospitality,33134,,not_required,,,,,
commodore_inn_the_grove,Commodore Inn the Grove,hospitality,33133,,not_required,,,,,
community_of_christ,Community of Christ,nonprofit,33146,,not_required,,,,,
comnionidentalsmile,Companioni Dental Smile,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
compass_real_estate,Compass Real Estate,real_estate,33146,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
comssrealestatecoralgables,Compass Real Estate Coral Gables,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
comssmsp,CompassMSP,technology,33134,,not_required,,,,,
completeinsuranceagency,Complete Insurance Agency,insurance,33134,,not_required,,,,,
conciergemedicalservices,Concierge Medical Services,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
condehairsalon,Conde Hair Salon,personal_services,33134,,not_required,,,,,
connectengineering,CONNECT Engineering,professional_services,33133,,not_required,,,,,
cono_pizza,Cono Pizza,food_beverage,33144,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
constructionvoss,Construction VOSS,construction,33146,construction,verified_active,CRC1327498,08/31/2026,Y & Y CONSTRUCTION INC,100,
consulate_general_of_barbados,Consulate General of Barbados,professional_services,33134,,not_required,,,,,
consulate_general_of_brazil,Consulate General of Brazil,professional_services,33134,,not_required,,,,,
consulate_general_of_paraguay,Consulate General of Paraguay,professional_services,33134,,not_required,,,,,
consulate_general_of_peru,Consulate General of Peru,professional_services,33134,,not_required,,,,,
consulate_general_of_spain,Consulate General of Spain,professional_services,33134,,not_required,,,,,
consulate_of_hungary,Consulate of Hungary,professional_services,33134,,not_required,,,,,
continental_academy,Continental Academy,education,33143,,not_required,,,,,
continentalinsurancebrokers,Continental Insurance Brokers,insurance,33134,,not_required,,,,,
coolitairconditioningreir,Cool It Air Conditioning Repair,technology,33146,,not_required,,,,,
copdfoundation,COPD Foundation,nonprofit,33134,,not_required,,,,,
copper_29_bar,Copper 29 Bar,food_beverage,33134,food_service,verified_active,SEA2334203,10/01/2026,COPPER 29,100,
copy_express,Copy Express,retail,33134,,not_required,,,,,
