business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date,pkp_node_type,pkp_edges_summary,pkp_picks_shovels_summary,pkp_undercurrents_summary,pkp_key_signals,pkp_primary_risks,pkp_primary_actions,corroboration_sources,corroboration_count,price_tier_source,latitude,longitude,review_count_source
admerconstructiongroup,Admer Construction Group,,(305) 697-5970,,,25.783494599999997,-80.2916493,33126,Coral Gables,construction,Construction company,$$,4.8,Google (Outscraper),56,,,0.6,Moderate,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,infrastructure,Local business network,Permitting (City of CG); material suppliers; labor unions,Material cost inflation; permitting delays; workforce housing demand,High rating (4.8) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.758,-80.312,inferred
adriana_hoyos,ADRIANA HOYOS,Mr. Eduardo Perez,(305) 794-5525,https://adrianahoyos.com,"2725 Salzedo St, Coral Gables, FL 33134",,,,Coral Gables,retail,,$$,3.8,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,original
advance_auto_parts,Advance Auto Parts,,(305) 448-1466,https://stores.advanceautoparts.com/fl/west-miami/6520-sw-8th-st,6520 Southwest 8th Street,25.7627693,-80.3023356,33144,Bird Road Corridor,retail,retail/car_parts,$$,4.5,Google (SerpApi),36,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Bird Road commercial strip,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,High rating (4.5) — quality leader,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,osm,1,original,25.756,-80.308,inferred
advanced_automation_programming,Advanced Automation Programming,Mr. Leonardo Hernandez,(305) 902-1651,https://aapmiami.com,"401 Miracle Mile suite 100, Coral Gables, FL 33134",,,,Coral Gables,professional_services,Construction  Engineering & Design,$$,5,Google (SerpApi),75,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
advancedphysicaltherapyspecialists,Advanced Physical Therapy Specialists,,(305) 433-1172,,,25.7013177,-80.2856157,33143,Sunset / South Gables,healthcare,Physical therapy clinic,$$$,5.0,Google (Outscraper),52,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Local business network,EMR systems; medical supply distributors; insurance billing networks,Telehealth expansion; insurance reimbursement tightening; aging population,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7062,-80.282,inferred
aflac,Aflac,Mr. Michael Porter,(786) 606-2811,,,,,,Coral Gables,insurance,,$$,,,,,,0.55,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Collect rating data via SerpApi enrichment; Re-categorize with manual review,cgcc,1,original,,,
afrasensemassagetherapy,Afrasense Massage Therapy,,(754) 265-9198,,,25.744150899999998,-80.2602461,33134,Coral Gables,wellness,Massage spa,$$,4.9,Google (Outscraper),213,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Local business network,Equipment suppliers; certification bodies; insurance panels,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
agrealtybrokers,AG REALTY BROKERS,,(954) 995-0344,,,25.7513872,-80.25957439999999,33134,Ponce de Leon Corridor,real_estate,Real estate agency,$$,5.0,Google (Outscraper),56,,,0.95,High,N,,,N,outscraper,,2026-02-19,asset,Ponce corridor professional cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.7497,-80.2647,inferred
agave_holdings,Agave Holdings,,(305) 723-9898,https://www.maizyagave.com/,"375 Miracle Mile, Miami, FL 33134, United States",,,,Ponce de Leon Corridor,real_estate,The Plaza CG Sponsor,$$$$,4.7,Google (SerpApi),56,The Plaza Coral Gables anchor; long-term capital,Long development cycles; capital deployment risk,0.85,Moderate,N,,,N,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,infrastructure,Ponce corridor professional cluster,MLS access; title companies; mortgage originators,Interest rate sensitivity; luxury condo oversupply; remote work migration,High rating (4.7) — quality leader,Interest rate sensitivity; market cycle exposure,Prospect for CGCC membership,cgcc,1,original,,,inferred
agave_plaza_trustee_llc,"Agave Plaza Trustee, LLC",Mr. Jose Antonio Perez,(305) 858-1890,https://agaveholdingsllc.com,"2811 Ponce de Leon Blvd, Coral Gables, FL 33134",,,,Coral Gables,real_estate,,$$,3.9,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,original
ai_digital,AI Digital,Mr. Daniel Friscia,(347) 782-2545,https://aidigital.com,"2525 Ponce De Leon Blvd., Suite 250 Coral Gables, Miami, FL 33134",,,,Coral Gables,technology,,$$,,Google (SerpApi),,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Collect rating data via SerpApi enrichment; Re-categorize with manual review,cgcc,1,original,,,
airlab_fitness,Airlab Fitness,Mr. Varun Varadaraj,(917) 863-4822,https://airlabfitness.com,"35 Alhambra Plz, Coral Gables, FL 33134",,,,Coral Gables,wellness,Fitness Centers & Personal Trainers,$$,5,Google (SerpApi),213,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,platform,CGCC member network,Equipment suppliers; certification bodies; insurance panels,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Maintain monitoring cadence,"cgcc,google",2,original,,,inferred
airlabfitnesscoralgables,AIRLAB Fitness Coral Gables,,(305) 396-8548,,,25.7526427,-80.2553133,33134,Ponce de Leon Corridor,wellness,Fitness center,$$,5.0,Google (Outscraper),213,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Ponce corridor professional cluster,Equipment suppliers; certification bodies; insurance panels,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,"cgcc,google",2,inferred,25.7497,-80.2647,inferred
airports,Airports,Mr. Ralph Cutie,(305) 876-7000,https://miami-airport.com,"2100 NW 42nd Ave, Miami, FL 33142",,,,Coral Gables,transportation,Airlines,$$,3.9,Google (SerpApi),76,,,0.55,Moderate,N,,,Y,cgcc,CG-OSINT-20260211-v3.0,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
ajp_ventures_corp,AJP Ventures Corp.,Mr. Alberto J. Perez,(305) 448-2330,https://websites.vertilinc.com/ajpcam,"2990 Ponce de Leon, Coral Gables, FL 33134, United States",,,,Coral Gables,financial_services,,$$,5,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,original
akashi_japanese_restaurant,Akashi Japanese Restaurant,,(305) 529-9954,http://www.akashisushi.com/,3444 Main Hwy,25.727493,-80.243396,33133,Douglas Road Corridor,food_beverage,food_beverage/restaurant,$$,4.3,Google (SerpApi),87,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Douglas Road transit corridor,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,Monitor for rating/review changes,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.73,-80.2415,inferred
alamir,Al-Amir,,(786) 603-9400,,6420 Southwest 40th Street,25.7332911,-80.2990952,33146,Bird Road Corridor,food_beverage,food_beverage/fast_food,$$,4.6,Google (SerpApi),87,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Bird Road commercial strip,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.6) — quality leader; Low validation confidence — verify status,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7211,-80.2773,inferred
albany_homes_construction_inc,Albany Homes Construction Inc.,Ms. Monique Selman,(786) 271-7192,https://albanyhomes.us,"500 S Dixie Hwy, Coral Gables, FL 33146",25.7245287,-80.26371189999999,33146,Coral Gables,construction,Construction  Residential and Commercial,$$,3.9,Google (Outscraper),56,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,infrastructure,CGCC member network,Permitting (City of CG); material suppliers; labor unions,Material cost inflation; permitting delays; workforce housing demand,Monitor for rating/review changes,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,25.7211,-80.2773,inferred
albite_law_group_pa,Albite Law Group PA,,(305) 985-3740,,6547 Southwest 24th Street,25.7482899,-80.3024541,33155,Coral Gables,legal,legal/lawyer,$$$,4.8,Google (SerpApi),74,,,0.60,Low,Y,Critical,multiple_issues(2); low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Local business network,"Westlaw, LexisNexis; court filing systems; professional liability carriers",AI disruption in document review; Latin America cross-border demand growing,High rating (4.8) — quality leader; Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7077,-80.3093,inferred
alcazarplaza,Alcazar Plaza,,,,,25.752712199999998,-80.261189,33134,Alhambra Circle,retail,Shopping mall,$$,4.0,Google (Outscraper),36,,,0.95,High,Y,Operational,no_contact_info,N,outscraper,,2026-02-19,asset,Alhambra financial district,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.7497,-80.2647,inferred
alchemyhairlab,Alchemy Hair Lab,,(305) 204-6476,,,25.7526394,-80.2611859,33134,Alhambra Circle,food_beverage,Barber shop,$$,4.9,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Alhambra financial district,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.9) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
aldi,Aldi,,(855) 955-2534,https://stores.aldi.us/fl/miami/3750-s-dixie-hwy,3750 South Dixie Highway,25.7317566,-80.254089,33133,Bird Road Corridor,retail,retail/supermarket,$$,4.3,Google (SerpApi),36,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Bird Road commercial strip,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,Monitor for rating/review changes,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,osm,1,original,25.73,-80.2415,inferred
alegro_music_center,Alegro Music Center,,(305) 740-9400,,"6869 SW 8th St, Miami, FL 33144",25.7627778,-80.3069444,33134,Coral Gables,retail,retail/music,$$,4.6,Google (SerpApi),36,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Local business network,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,High rating (4.6) — quality leader; Low validation confidence — verify status,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,inferred
aleidamartinezfamilydaycarecenter,Aleida Martinez Family Day Care Center,,,,,25.7688889,-80.2683333,33134,Coral Gables,education,amenity:kindergarten,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,infrastructure,Local business network,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,osm,1,inferred,25.7497,-80.2647,
alexallelectric,Alex All Electric,,(786) 362-9679,,,25.7296181,-80.3360848,33165,Coral Gables,construction,Electrician,$$,4.9,Google (Outscraper),56,,,0.6,Moderate,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,infrastructure,Local business network,Permitting (City of CG); material suppliers; labor unions,Material cost inflation; permitting delays; workforce housing demand,High rating (4.9) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.73,-80.358,inferred
alexexpressautoreir,Alex Express Auto Repair,,(786) 443-5409,,,25.757672499999998,-80.236931,33145,Douglas Road Corridor,auto_dealer,Auto repair shop,$$,4.9,Google (Outscraper),110,,,0.9,High,N,,,N,outscraper,,2026-02-19,asset,Douglas Road transit corridor,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.753,-80.235,inferred
alexandersteclefinancialadvisor,Alexander S. Tecle - Financial Advisor,,(754) 335-7500,,,25.752573899999998,-80.25720659999999,33134,Ponce de Leon Corridor,financial_services,Financial planner,$$,5.0,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,infrastructure,Ponce corridor professional cluster; Alhambra financial cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
alfredoaizaguirre,"Alfredo A. Izaguirre, P.A.",,(305) 442-0425,,,25.753492899999998,-80.2616142,33134,Alhambra Circle,legal,Criminal justice attorney,$$,5.0,Google (Outscraper),95.0,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Alhambra financial district,"Westlaw, LexisNexis; court filing systems; professional liability carriers",AI disruption in document review; Latin America cross-border demand growing,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,original
algo_law_firm,Algo Law Firm,Ms. Ashley Airaghi,(305) 723-1876,https://algofirm.com,"815 Ponce de Leon Blvd suite 101, Coral Gables, FL 33134",,,,Coral Gables,legal,Attorneys & Law Firms,$$,4.3,Google (SerpApi),74,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,"Westlaw, LexisNexis; court filing systems; professional liability carriers",AI disruption in document review; Latin America cross-border demand growing,Monitor for rating/review changes,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
