business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,cuisine_type,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,pkp_node_type,pkp_edges_summary,pkp_picks_shovels,pkp_undercurrents,chamber_member,source,batch_id,last_reviewed
loweartgallery,Lowe Art Gallery,,,,,25.7191949,-80.2758281,33146,University of Miami,arts_culture,arts_centre,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC; geo:University of Miami,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
loweartmuseum,Lowe Art Museum,"Dr. Jill Deupi JD, PHD",(305) 284-3535,lowemuseum.org,,,,,Coral Gables,arts_culture,Museums,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
miamimarlins,Miami Marlins,Mr. Alfredo Mesa,(305) 480-1450,marlins.com,,,,,Coral Gables,arts_culture,Sporting Events & Entertainment,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
miamidadecountyfairexposition,"Miamiâ€‘Dade County Fair & Exposition, Inc.",Mr. Eduardo F. Cora,(305) 223-7060,fairexpo.com,,,,,Coral Gables,arts_culture,"Entertainment, Events & Performing Arts",,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
ringtheater,Ring Theater,,,,,25.7196266,-80.2800415,33146,University of Miami,arts_culture,theatre,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC; geo:University of Miami,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
rivieralive,Rivieralive,,(786) 703-3729,,,25.749961,-80.2441578,33133,Douglas Road Corridor,arts_culture,nightclub,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC; geo:Douglas Road Corridor,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
seminolehardrockhotelcasinohollywood,Seminole Hard Rock Hotel & Casino Hollywood,Ms. Estefania Diaz Balart,(954) 797-5569,casino.hardrock.com/hollywood,,,,,Coral Gables,arts_culture,"Entertainment, Events & Performing Arts",,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
seraphicfire,Seraphic Fire,Mr. JJ Flores,(305) 285-9060,seraphicfire.org,,,,,Coral Gables,arts_culture,"Entertainment, Events & Performing Arts",,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
siboney,Siboney,,(786) 380-9667,,6051 Southwest 8th Street,25.7635634,-80.2940013,33134,Coral Gables,arts_culture,nightclub,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
sofiacoralgablesaluxuryrentalcommunity,"Sofia Coral Gables, a Luxury Rental Community","Ms. Sofia Castillo, CAM",(305) 569-1669,sofiacoralgables.com,,,,,Coral Gables,arts_culture,Apartment Rentals,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
studiohd,Studio HD,Ms. Hollye Davidson,(305) 401-8169,hollyedavidson.com,,,,,Coral Gables,arts_culture,Artists & Galleries,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
teatrotrail,Teatro Trail,,,,,25.7648289,-80.2553774,33133,Coral Gables,arts_culture,theatre,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
theamericascollection,The Americas Collection,Ms. Silvia Ortiz,(305) 446-5578,americascollection.com,,,,,Coral Gables,arts_culture,Artists & Galleries,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
thereserveattheplaza,The Reserve at The Plaza,Ms. Hillary Hutchings,(305) 444-0706,thereserveattheplaza.com,,,,,Coral Gables,arts_culture,Apartment Rentals,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
theresidencesatmerrickrk,The Residences at Merrick Park,Ms. Andrea Landin,(305) 448-0098,residencesatmerrickpark.com,,,,,Coral Gables,arts_culture,Apartment Rentals,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
victoreclarkerecitalhall,Victor E. Clarke Recital Hall,,,,,25.7185887,-80.2802228,33146,University of Miami,arts_culture,theatre,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:arts_culture; network:CGCC; geo:University of Miami,Ticketing; grant mgmt; venue mgmt,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
advanceautorts,Advance Auto Parts,,,https://stores.advanceautoparts.com/fl/west-miami/6520-sw-8th-st,6520 Southwest 8th Street,25.7627693,-80.3023356,33134,Coral Gables,auto_dealer,car_parts,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
audi,Audi,,,,,25.7346679,-80.2592644,33134,Bird Road Corridor,auto_dealer,car,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC; geo:Bird Road Corridor,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
autozone,AutoZone,,(305) 267-6747,https://www.autozone.com/locations/fl/west-miami/6010-sw-8th-st.html,6010 Southwest 8th Street,25.7629156,-80.2936201,33134,Coral Gables,auto_dealer,car_parts,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
avis,Avis,,,,6796 Southwest 40th Street,25.732405,-80.3046017,33146,Bird Road Corridor,auto_dealer,car_rental,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC; geo:Bird Road Corridor,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
beanautomotivegrouplexusofkendallkendalltoyota,Bean Automotive Group Lexus of Kendall/Kendall Toyota,Mr. Joaquin T. Azar,(786) 345-2612,beanauto.com,,,,,Coral Gables,auto_dealer,"Automobile Dealers â€‘ Sales, Service & Parts",,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
bramanhonda,Braman Honda,Mr. Carlos Arana,(305) 216-5751,bramanhonda.com,,,,,Coral Gables,auto_dealer,"Automobile Dealers â€‘ Sales, Service & Parts",,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
carreir,Car Repair,,,,,25.7563351,-80.30394,33134,Coral Gables,auto_dealer,car_repair,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
chasemotor,Chase Motor,,(786) 615-6079,https://www.chase-motor.com/,,25.7477239,-80.3038888,33146,Coral Gables,auto_dealer,car,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
decolorescollisioncenter,DeColores Collision Center,,,https://decolorescollisioncenter.com/,280 Southwest 22nd Avenue,25.7695147,-80.2310871,33133,Coral Gables,auto_dealer,car_repair,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
elcarwash,El Car Wash,,,,6901 Southwest 40th Street,25.7336694,-80.3071396,33146,Bird Road Corridor,auto_dealer,car_wash,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC; geo:Bird Road Corridor,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
ferrari,Ferrari,,,,,25.7346863,-80.2588405,33134,Bird Road Corridor,auto_dealer,car,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC; geo:Bird Road Corridor,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
mercantileeurorts,"Mercantile Europarts, Inc.",,(305) 266-0507,http://meuroparts.com,6747 Southwest 8th Street,25.7633339,-80.3048146,33134,Coral Gables,auto_dealer,car_parts,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
mercedesbenzofcoralgables,Mercedesâ€‘Benz of Coral Gables,Mr. Peter Warwar,(305) 445-8593,mbcoralgables.com,,,,,Coral Gables,auto_dealer,"Automobile Dealers â€‘ Sales, Service & Parts",,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
porsche,Porsche,,,,,25.7346718,-80.2590998,33134,Bird Road Corridor,auto_dealer,car,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC; geo:Bird Road Corridor,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
rolysautoservice,Roly's Auto Service,,,www.rolysautoservice.com,,25.7477184,-80.303974,33146,Coral Gables,auto_dealer,car_repair,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
safeliteautoglass,Safelite AutoGlass,,(887) 465-5224,https://www.safelite.com/stores/Dade,2757 Southwest 8th Street,25.7652779,-80.2402106,33133,Douglas Road Corridor,auto_dealer,car_repair,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC; geo:Douglas Road Corridor,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
teslacoralgables,Tesla Coral Gables,,,,,25.7352523,-80.2568637,33134,Bird Road Corridor,auto_dealer,car,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC; geo:Bird Road Corridor,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
thecollection,The Collection,Mr. Kenneth Gorin,(305) 444-5555,thecollection.com,,,,,Coral Gables,auto_dealer,"Automobile Dealers â€‘ Sales, Service & Parts",,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
vintagecarsofflorida,"Vintage Cars of Florida, LLC",Mr. William A. Bonn,(305) 648-2328,,,,,,Coral Gables,auto_dealer,"Automobile Dealers â€‘ Sales, Service & Parts",,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
westmiamiintandbodyshop,West Miami Paint and Body Shop,,(305) 266-5226,,6468 Southwest 8th Street,25.7629774,-80.3013632,33134,Coral Gables,auto_dealer,car_repair,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
williamsonautomotivegroup,Williamson Automotive Group,Mr. G. Ed Williamson II,(305) 670-7100,williamsonautomotivegroup.com,,,,,Coral Gables,auto_dealer,"Automobile Dealers â€‘ Sales, Service & Parts",,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
zweck,Zweck,,,,,25.7060697,-80.2856973,33143,Sunset / South Gables,auto_dealer,car,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:auto_dealer; network:CGCC; geo:Sunset / South Gables,DMS; CRM; OEM; F&I; digital leads,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
amerantbank,Amerant Bank,Mr. Christopher Piombo,(305) 460-4024,amerantbank.com,,,,,Coral Gables,banking,Banking and Financial Services,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
amscot,Amscot,,,,6788 Southwest 40th Street,25.7322006,-80.304598,33146,Bird Road Corridor,banking,bank,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC; geo:Bird Road Corridor,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
banescousa,Banesco USA,Mr. Victor Uranga,(888) 228-1597,banescousa.com,,,,,Coral Gables,banking,Banking and Financial Services,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
bankofamerica,Bank of America,Ms. Grace Hyatt,(786) 999-5562,bankofamerica.com,2195 Southwest 8th Street,25.7281863,-80.2457631,33134,Ponce de Leon Corridor,banking,Banking and Financial Services,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC; geo:Ponce de Leon Corridor,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,Y,CGCC+OSM,CG-OSINT-20260212-v4.0,2026-02-12
bankmiami,BankMiami,Ms. Natalee Keller,(305) 290-7393,,,,,,Coral Gables,banking,Banking and Financial Services,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
bankunited,BankUnited,,,,,25.7643733,-80.254441,33133,Coral Gables,banking,bank,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
belmontbanktrust,Belmont Bank & Trust,Mr. Henry Amador,(786) 425-3350,belmontbank.com,,,,,Coral Gables,banking,Banking and Financial Services,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
centennialbank,Centennial Bank,Mr. Joaquin O. Guerrero,(786) 413-1265,my100bank.com,,,,,Coral Gables,banking,Banking and Financial Services,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
chase,Chase,,(305) 569-0083,https://locator.chase.com/fl/miami/2209-sw-37th-ave,2209 Southwest 37th Avenue,25.7495937,-80.2543951,33134,Douglas Road Corridor,banking,bank,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC; geo:Douglas Road Corridor,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
citibank,Citibank,,(786) 245-4854,,1190 South Dixie Highway,25.7149779,-80.2757822,33146,University of Miami,banking,bank,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC; geo:University of Miami,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
citynationalbankofflorida,City National Bank of Florida,Ms. Cinthya Urena,(305) 445-1941,citynational.com,5782 Southwest 8th Street,25.7632728,-80.2892931,33134,Coral Gables,banking,Banking and Financial Services,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,Y,CGCC+OSM,CG-OSINT-20260212-v4.0,2026-02-12
everbank,EverBank,Ms. Amy Betancur,(305) 448-8568,everbank.com,20 Giralda Avenue,25.7513497,-80.2552329,33134,Ponce de Leon Corridor,banking,Banking and Financial Services,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC; geo:Ponce de Leon Corridor,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,Y,CGCC+OSM,CG-OSINT-20260212-v4.0,2026-02-12
firstcitizensbank,First Citizens Bank,Mrs. Sara M. Hernandez,(305) 639-7200,firstcitizens.com,,,,,Coral Gables,banking,Banking and Financial Services,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
firsthorizonbank,First Horizon Bank,Mr. Idalberto de Armas,(305) 442-9991,firsthorizon.com,,,,,Coral Gables,banking,Banking and Financial Services,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
firstbankflorida,FirstBank Florida,Ms. Carla Largaespada,(305) 442-1220,1firstbank.com,,,,,Coral Gables,banking,Banking and Financial Services,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
flagstar,Flagstar,Mr. Axel Garcia,(305) 774-0049,flagstar.com,,,,,Coral Gables,banking,Banking and Financial Services,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
grovebanktrust,Grove Bank & Trust,Mr. Kevin Ley,(305) 444-6665,grovebankandtrust.com,,,,,Coral Gables,banking,Banking and Financial Services,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
homefinancingcenter,Home Financing Center Inc.,Ms. Claudine Claus,(305) 777-1100,homefinancingcenter.com,,,,,Coral Gables,banking,Mortgage Banker,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:banking; network:CGCC,Core banking; digital app; AML; wealth mgmt,Digital-first; CRE exposure; fintech competition,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
