business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date
safeliteautoglass,Safelite AutoGlass,,(887) 465-5224,https://www.safelite.com/stores/Dade,2757 Southwest 8th Street,25.7652779,-80.2402106,33133,Douglas Road Corridor,auto_dealer,car_repair,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
teslaralgables,Tesla Coral Gables,,(786) 804-6926,,,25.7352523,-80.2568637,33134,Bird Road Corridor,auto_dealer,car,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
thellection,The Collection,Mr. Kenneth Gorin,(305) 444-5555,thecollection.com,,,,,Coral Gables,auto_dealer,"Automobile Dealers  Sales, Service & Parts",$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
vintagecarsofflorida,"Vintage Cars of Florida, LLC",Mr. William A. Bonn,(305) 648-2328,,,,,,Coral Gables,auto_dealer,"Automobile Dealers  Sales, Service & Parts",$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
westmiamiintandbodyshop,West Miami Paint and Body Shop,,(305) 266-5226,,6468 Southwest 8th Street,25.7629774,-80.3013632,33134,Coral Gables,auto_dealer,car_repair,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
williamsonautomotivegroup,Williamson Automotive Group,Mr. G. Ed Williamson II,(305) 670-7100,williamsonautomotivegroup.com,,,,,Coral Gables,auto_dealer,"Automobile Dealers  Sales, Service & Parts",$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
zweck,Zweck,,,,,25.7060697,-80.2856973,33143,Sunset / South Gables,auto_dealer,car,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
amerantbank,Amerant Bank,Mr. Christopher Piombo,(305) 460-4024,amerantbank.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
amst,Amscot,,,,6788 Southwest 40th Street,25.7322006,-80.304598,33146,Bird Road Corridor,banking,bank,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
banesusa,Banesco USA,Mr. Victor Uranga,(888) 228-1597,banescousa.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
bankofamerica,Bank of America,Ms. Grace Hyatt,(786) 999-5562,bankofamerica.com,Grand Avenue,25.7281863,-80.2457631,33133,Ponce de Leon Corridor,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
bankmiami,BankMiami,Ms. Natalee Keller,(305) 290-7393,,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
bankunited,BankUnited,,,,Southwest 8th Street,25.7643733,-80.254441,33133,Coral Gables,banking,bank,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
belmontbanktrust,Belmont Bank & Trust,Mr. Henry Amador,(786) 425-3350,belmontbank.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
centennialbank,Centennial Bank,Mr. Joaquin O. Guerrero,(786) 413-1265,my100bank.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
chase,Chase,,(305) 569-0083,https://locator.chase.com/fl/miami/2209-sw-37th-ave,2209 Southwest 37th Avenue,25.7495937,-80.2543951,33134,Douglas Road Corridor,banking,bank,$$$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
citibank,Citibank,,(786) 245-4854,,1190 South Dixie Highway,25.7149779,-80.2757822,33146,University of Miami Area,banking,bank,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
citynationalbankofflorida,City National Bank of Florida,Ms. Cinthya Urena,(305) 445-1941,citynational.com,5782 Southwest 8th Street,25.7632728,-80.2892931,33134,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
everbank,EverBank,Ms. Amy Betancur,(305) 448-8568,everbank.com,20 Giralda Avenue,25.7513497,-80.2552329,33134,Ponce de Leon Corridor,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
firstcitizensbank,First Citizens Bank,Mrs. Sara M. Hernandez,(305) 639-7200,firstcitizens.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
firsthorizonbank,First Horizon Bank,Mr. Idalberto de Armas,(305) 442-9991,firsthorizon.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
firstbankflorida,FirstBank Florida,Ms. Carla Largaespada,(305) 442-1220,1firstbank.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
flagstar,Flagstar,Mr. Axel Garcia,(305) 774-0049,flagstar.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
grovebanktrust,Grove Bank & Trust,Mr. Kevin Ley,(305) 444-6665,grovebankandtrust.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
homefinancingcenter,Home Financing Center Inc.,Ms. Claudine Claus,(305) 777-1100,homefinancingcenter.com,,,,,Coral Gables,banking,Mortgage Loans & Bankers,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
internationalfinancebank,International Finance Bank,Ms. Gigi Rivera,(305) 648-8800,ifbbank.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
mcmbiegroup,McCombie Group,Mr. Michael Rodriguez,(305) 331-3555,mccombiegroup.com,,,,,Coral Gables,banking,Investment Banking,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
northerntrust,Northern Trust,Mr. Scott Richey,(305) 529-7702,ntrs.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
oceanbank,Ocean Bank,Mr. Julio Laboy,(786) 909-2677,oceanbank.com,6939 Southwest 57th Avenue,25.7046478,-80.2851826,33143,Sunset / South Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
pncbank,PNC Bank,Ms. Audrey Otero,(786) 218-8060,pnc.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
cificnationalbank,Pacific National Bank,Mr. Pablo Estepe Jr.,(305) 539-7633,pnb.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
pibankusa,Pibank USA,Ms. Maria Peuriot,(954) 636-7777,pibank.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
regionsbank,Regions Bank,Ms. Ryanne Santurio,(305) 774-5219,regions.com,6990 Southwest 8th Street,25.7625003,-80.3083007,33134,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
russeapitalgroup,Russell Capital Group,Ms. Jessica Angulo,(786) 493-7378,rcgmortgage.com,,,,,Coral Gables,banking,Mortgage Loans & Bankers,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
seaastbank,Seacoast Bank,Mr. Joaquin Medina,(786) 814-4747,seacoastbank.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
southstatebank,SouthState Bank,Ms. Ana Chaoui,(786) 362-8560,southstatebank.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
sunstatebank,Sunstate Bank,,,https://www.sunstatefl.com/about-us/location-details.html?id=11100&location-information=west-miami-5722-sw-8th-street--west-miami-fl-33144,5722 Southwest 8th Street,25.7632603,-80.2887742,33134,Coral Gables,banking,bank,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
synovusbank,Synovus Bank,Mr. Nestor J. Mederos,(305) 756-2310,synovus.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
tdbank,TD Bank,Mr. Alvaro Niebles,(305) 441-5630,tdbank.com,2401 Ponce de Leon Boulevard,25.749254,-80.2584114,33134,Miracle Mile,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
terrabank,Terrabank,Ms. Kharina Caldera Soto,(305) 448-4898,terrabank.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
truist,Truist,,,,1190 Southwest 67th Avenue,25.7598449,-80.3041568,33134,Miracle Mile,banking,bank,$$$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
uscenturybank,U.S. Century Bank,Ms. Janessa Cabo,(305) 715-5141,uscentury.com,8201 South Dixie Highway,25.6942022,-80.3013836,33143,Sunset / South Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
unitedbankingmmunity,United Banking Community,,,,Southwest 57th Court,25.7041669,-80.2865501,33143,Sunset / South Gables,banking,bank,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
unitedmmunitybank,United Community Bank,Mr. Adolfo Ospina,(305) 667-5511,ucbi.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
universitycreditunion,University Credit Union,Mr. Al Rose,(786) 425-5024,ucumiami.org,6250 Southwest 57th Avenue,25.7127844,-80.2859227,33143,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
valleynationalbank,Valley National Bank,Mr. Jose Hernandez,(305) 341-8558,valley.com,,,,,Coral Gables,banking,Banking and Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
wellsfargo,Wells Fargo,,(305) 263-1030,https://www.wellsfargo.com/locator/bank/900__SW__57TH__AVE_MIAMI_FL_33144/,900 Southwest 57th Avenue,25.7624306,-80.2883035,33134,Bird Road Corridor,banking,bank,$$$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
a4graphicdesign,A4 Graphic Design,,,,,25.7498709,-80.2489426,33134,Coral Gables,construction,printer,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
albanyhomesnstruction,Albany Homes Construction Inc.,Ms. Monique Selman,(786) 271-7192,albanyhomes.us,,,,,Coral Gables,construction,Construction  Residential and Commercial,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
arvanigroup,"Arvani Group, LLC",Mr. Nikolas Arvanitopoulos,(305) 803-0313,arvanibwllc.com,,,,,Coral Gables,construction,General Contractors / Construction Management,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
astalnstructiongroup,Coastal Construction Group,Mr. Tom C. Murphy,(305) 559-4900,coastalconstruction.com,,,,,Coral Gables,construction,General Contractors / Construction Management,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
lormemine,Color Me Mine,,,,,25.7052162,-80.2861761,33143,Sunset / South Gables,construction,pottery,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
diongeneratorssolutions,Dion Generators Solutions,Mr. Michael Dion,(305) 450-8787,diongenerators.com,,,,,Coral Gables,construction,Electrical Contractors,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
enriquemuoz,Enrique Munoz,,,https://www.enriquemunozstudio.com/,6055 Southwest 8th Street,25.7635799,-80.2942614,33134,Coral Gables,construction,photographer,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
floridanstructionengineering,Florida Construction & Engineering,Ms. Stephany Zakhia,(305) 883-7601,fcebuild.com,,,,,Coral Gables,construction,Construction Companies,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
floridalemarkoration,Florida Lemark Corporation,Mr. Emilio Rodriguez,(305) 593-1442,floridalemark.com,,,,,Coral Gables,construction,General Contractors / Construction Management,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
giftshop,Gift Shop,Mr. Danny Daniel,(786) 228-7098,mystichealing.com,,,,,Coral Gables,construction,General Contractors / Construction Management,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
jvvroofing,JVV Roofing,,,,,25.7051456,-80.2857751,33143,Sunset / South Gables,construction,roofer,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
jwrnstruction,JWR Construction,Ms. Josie Legido Correa,(954) 480-2800,jwrconstruction.com,,,,,Coral Gables,construction,Construction Companies,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
jorgeenterprisesgcnstruction,Jorge Enterprises GC - Construction,,(305) 492-5916,https://je-gc.com/,PO Box,25.7480898,-80.2603205,33134,Miracle Mile,construction,construction,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
libertyelevatororation,Liberty Elevator Corporation,Mr. Douglas Muttart,(800) 522-4551,libertyelevator.com,,,,,Coral Gables,construction,Elevator Contractor / Maintenance / Modernization,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
luxonnstruction,Luxon Construction,Mr. Michael Olivera,(786) 862-6033,luxonconstruction.com,,,,,Coral Gables,construction,General Contractors / Construction Management,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
nrinolanreynoldsinternational,NRI  Nolan Reynolds International,Mr. Brent Reynolds,(305) 529-9928,nrinternational.com,,,,,Coral Gables,construction,Construction / Development,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
primarywindows,Primary Windows,,(786) 471-1811,http://primarywindows.com,250 Giralda Ave,25.7509993,-80.2600453,33134,Miracle Mile,construction,glaziery,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
rothstarnstruction,Rothstar Construction Inc.,"Mr. Larry Starr, Jr.",(305) 442-4462,rothstar.com,,,,,Coral Gables,construction,General Contractors / Construction Management,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
seaastnstruction,Seacoast Construction Inc.,Mr. George Abadie,(786) 433-8740,seacoastconstruction.net,,,,,Coral Gables,construction,General Contractors / Construction Management,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
thembinedgroup,The Combined Group Corp.,Mr. Carlos A. Sotolongo,(786) 316-5838,thecombinedgroup.com,,,,,Coral Gables,construction,Civil Construction,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
trinitynstructiongroup,Trinity Construction Group,Mr. Daniel Duran,(786) 431-5770,trinitygoc.com,,,,,Coral Gables,construction,Contractors  General/Custom Homebuilding,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
att,AT&T,Ms. Thais Asper Keane,(305) 347-5454,att.com,2720 South Dixie Highway,25.7389161,-80.239623,33133,Douglas Road Corridor,consulting,Telephone Communication/Equipment/Consultants,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
actionachteamsage,ActionCOACH Team Sage,Ms. Jody Johnson,(305) 285-9264,actioncoachteamsage.com,,,,,Coral Gables,consulting,Coaches & Trainers / Business Development & Leadership,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ascensionglobalstaffingexecutivesearch,Ascension Global Staffing & Executive Search,Ms. Aida Rodriguez,(786) 503-1910,ascensionsearch.com,,,,,Coral Gables,consulting,Executive Search & Career Consultants,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
gladiiumtechnologyrtners,GLADiiUM Technology Partners,,(305) 901-2360,https://gladiium.ua/,95 Merrick Way,25.7515738,-80.2563691,33134,Ponce de Leon Corridor,consulting,consulting,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
gamechangersnsulting,"Gamechangers Consulting, LLC",Mr. Sergio Tigera,(786) 457-0113,sergiotigera.com,,,,,Coral Gables,consulting,ConsultantsManagement & Performance,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
llakhdaraching,Llakhdar Coaching,Mr. Hakim A. Lakhdar,(850) 322-8109,lakhdarcoaching.com,,,,,Coral Gables,consulting,Coaches & Trainers / Business Development & Leadership,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
lulyb,Luly B Inc.,Ms. Luly Carreras,(305) 417-8817,lulyb.com,,,,,Coral Gables,consulting,Coaches & Trainers / Business Development & Leadership,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
marlyq,"MARLY Q, LLC",Ms. Marly Q Casanova,(305) 908-2483,marlyq.com,,,,,Coral Gables,consulting,Consultant  Public Speaking and Communications,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
mcguirewoods,McGuire Woods,Mr. Rhett O'Doski,(850) 322-8786,mcguirewoods.com,,,,,Coral Gables,consulting,Government Consulting,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
performancerewired,PerformanceREWIRED,Ms. Jeska Brodbeck,(601) 540-7087,jeskabrodbeck.com,,,,,Coral Gables,consulting,Coaches & Trainers / Business Development & Leadership,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
phoenixpronnect,Phoenix Pro Connect,Ms. Cynthia RodriguezGarces,(786) 290-3996,phxproconnect.com,,,,,Coral Gables,consulting,Executive Search & Career Consultants,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
tpeachingnsulting,TPE Coaching & Consulting,"Ms. Erika Obando, M.C.L.C.",(954) 263-5829,tpecoaching.com,,,,,Coral Gables,consulting,Coaches & Trainers / Business Development & Leadership,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
taxllectorsofficemiamidadeunty,Tax Collectors Office Miami Dade County,Mr. Dariel Fernandez,(305) 375-1567,mdctaxcollector.gov,,,,,Coral Gables,consulting,Government / Policy / Consulting,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
thefranchisetailor,The Franchise Tailor,Mr. Eddie Rodriguez,(305) 460-9925,thefranchisetailor.com,,,,,Coral Gables,consulting,Franchise Consulting,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
theoisgroup,The OIS Group,Mr. Hugh Quinn,(786) 251-3294,theoisgroup.com,,,,,Coral Gables,consulting,Human Resources/Risk Management Consultant,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
vickilopezstaterepresentativehd113,Vicki Lopez State Representative  HD 113,Ms. Vicki L. Lopez,(305) 315-0740,,,,,,Coral Gables,consulting,Government Relations / NonProfit Consulting,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
wearemajor,"We Are Major, LLC",Ms. Leyanis Diaz,(305) 697-7271,wearemajor.com,,,,,Coral Gables,consulting,Management Consulting,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
academyformmunityeducation,Academy for Community Education,,,,,25.7566667,-80.2569444,33134,Ponce de Leon Corridor,education,school,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
academyofartsandmindsschool,Academy of Arts and Minds School,,,,,25.7270884,-80.2444512,33134,Douglas Road Corridor,education,school,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
alphaschoolmiami,Alpha School Miami,Ms. Debby Lichtner,(305) 775-8626,alpha.school,,,,,Coral Gables,education,Education,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
auroraacademy,Aurora Academy,,,,,25.7352778,-80.2472222,33134,Bird Road Corridor,education,school,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
avenuesofexcellence,Avenues of Excellence Inc.,Ms. Rose Hedgemond,(786) 749-2276,avenuesofexcellence.com,,,,,Coral Gables,education,Education / Finishing School,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
barringtonacademy,Barrington Academy,,,,,25.7041667,-80.29,33143,Sunset / South Gables,education,school,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
branches,Branches,Ms. Isabelle Pike,(305) 442-8306,branchesfl.org,,,,,Coral Gables,education,NonProfit OrganizationEducation,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
britomiamiprivateschool,Brito Miami Private School,,,,,25.7408333,-80.2461111,33134,Coral Gables,education,school,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
cityyearmiami,City Year Miami,Ms. Sheron Williams,(786) 406-7900,cityyear.org/miami,,,,,Coral Gables,education,NonProfit OrganizationEducation,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
llegeofartsandsciences,College of Arts and Sciences,,(305) 284-4117,https://www.as.miami.edu/,1252 Memorial Drive,25.7218482,-80.2779894,33146,University of Miami Area,education,college,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
llegeofengineering,College of Engineering,,(305) 284-2404,https://www.coe.miami.edu/,1251 Memorial Drive,25.7227809,-80.2786795,33146,University of Miami Area,education,college,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
ntinentalacademy,Continental Academy,,,,,25.7069444,-80.2838889,33143,Sunset / South Gables,education,school,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
ralgablesadultntinuingeducationcenter,Coral Gables Adult & Continuing Education Center,Dr. Louis Dash,(305) 443-4871,coralgablesadultedu.com,,,,,Coral Gables,education,Schools - Education,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ralgablesadulteducationcenter,Coral Gables Adult Education Center,Ms. Gina Spicer,(305) 443-4871,coralgablesadultedu.com,,,,,Coral Gables,education,Education,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ralvillachristianacademy,Coral Villa Christian Academy,,,,,25.7114904,-80.274773,33146,Coral Gables,education,school,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
crystalacademytherapycenterschoolautismdevelopmentaldelays,Crystal Academy Therapy Center & School  Autism & Developmental Delays,Mrs. Mary PalacioPike,(305) 567-5881,crystalacademycg.org,,,,,Coral Gables,education,Schools - Education,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
